measurement_unit_id,country_code,domain_code,concept_id,entity_id,final_unit_type,final_query,topic_mid,query_language,selection_basis,selection_status,validation_status,signal_status,confidence_level,empirical_validation_status,technical_status,technical_attempt_count,extraction_method,model_consensus,model_confidence,score_margin,exact_validated_other_countries,official_name_check,topic_mid_format_check,ambiguity_flag,selection_rule,second_pass_decision,second_pass_confidence,final_review_status,concept_valid_keyword_count,concept_low_keyword_count,concept_valid_keyword_countries,concept_low_keyword_countries,fallback_query,source_url,inclusion_reason,review_reason,remaining_risk,notes,source_record_set
AR|KFOOD|KFOOD_E08,AR,KFOOD,KFOOD_E08,,keyword,gochujang,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=gochujang&hl=en,고추장 · 수출 참고 HS 210390 · 아르헨티나(es) 외래어,,,고추장 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFOOD|KFOOD_E09,AR,KFOOD,KFOOD_E09,,keyword,ginseng coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=ginseng%20coreano&hl=en,인삼 · 수출 참고 HS 121120 · 아르헨티나(es) 외래어,,,인삼 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFOOD|KFOOD_P01,AR,KFOOD,KFOOD_P01,,keyword,comida japonesa,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=comida%20japonesa&hl=en,[위약] 일식 · 소비양식 문법 · 아르헨티나(es) 조합,,위약이지만 한식·일식은 대체재이자 보완재라 부호가 양쪽 다 가능 — 계수 부호까지 함께 볼 것,[위약] 일식 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFOOD|KFOOD_P02,AR,KFOOD,KFOOD_P02,,keyword,comida china,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=comida%20china&hl=en,[위약] 중식 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 중식 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFOOD|KFOOD_P03,AR,KFOOD,KFOOD_P03,,keyword,comida tailandesa,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=comida%20tailandesa&hl=en,[위약] 태국음식 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 태국음식 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G01,AR,KBEAUTY,KBEAUTY_G01,,keyword,cosméticos coreanos,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=cosm%C3%A9ticos%20coreanos&hl=en,한국 화장품 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 화장품 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G02,AR,KBEAUTY,KBEAUTY_G02,,keyword,K-beauty,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=K-beauty&hl=en,K-beauty · 소비양식 문법 · 아르헨티나(es) 외래어,,,K-beauty · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G03,AR,KBEAUTY,KBEAUTY_G03,,keyword,rutina de cuidado facial coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=rutina%20de%20cuidado%20facial%20coreana&hl=en,한국 스킨케어 루틴 · 수출 참고 HS 330499 · 아르헨티나(es) 조합,,,한국 스킨케어 루틴,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G04,AR,KBEAUTY,KBEAUTY_G04,,keyword,marca de cosméticos coreana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=marca%20de%20cosm%C3%A9ticos%20coreana&hl=en,한국 화장품 브랜드 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 화장품 브랜드,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G05,AR,KBEAUTY,KBEAUTY_G05,,keyword,tutorial de maquillaje coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=tutorial%20de%20maquillaje%20coreano&hl=en,한국 메이크업 · 수출 참고 HS 330410·330420 · 아르헨티나(es) 조합,,,한국 메이크업,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_G06,AR,KBEAUTY,KBEAUTY_G06,,keyword,glass skin,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=glass%20skin&hl=en,글래스 스킨 · 소비양식 문법 · 아르헨티나(es) 외래어,,'glass skin' 은 한국 기원이나 글로벌 뷰티 용어로 확산돼 도메인 귀속이 약하다,글래스 스킨 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E01,AR,KBEAUTY,KBEAUTY_E01,,keyword,sérum coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=s%C3%A9rum%20coreano&hl=en,세럼·에센스 · 수출 참고 HS 330499 · 아르헨티나(es) 조합,,,세럼·에센스,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E02,AR,KBEAUTY,KBEAUTY_E02,,keyword,mascarilla facial coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=mascarilla%20facial%20coreana&hl=en,시트마스크 · 수출 참고 HS 330499 · 아르헨티나(es) 조합,,,시트마스크,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E03,AR,KBEAUTY,KBEAUTY_E03,,keyword,protector solar coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=protector%20solar%20coreano&hl=en,선크림 · 수출 참고 HS 330499 · 아르헨티나(es) 조합,,,선크림,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E04,AR,KBEAUTY,KBEAUTY_E04,,keyword,base cushion coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=base%20cushion%20coreana&hl=en,쿠션 파운데이션 · 수출 참고 HS 330491·961620 · 아르헨티나(es) 조합,,쿠션은 한국이 만든 제형이라 원산지 수식 없이도 한국 신호일 수 있다 — 수식어를 붙여 과소측정될 위험,쿠션 파운데이션,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E05,AR,KBEAUTY,KBEAUTY_E05,,keyword,tinta de labios coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=tinta%20de%20labios%20coreana&hl=en,립틴트 · 수출 참고 HS 330410 · 아르헨티나(es) 조합,,,립틴트,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E06,AR,KBEAUTY,KBEAUTY_E06,,keyword,limpiador facial coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=limpiador%20facial%20coreano&hl=en,클렌징 · 수출 참고 HS 340130 · 아르헨티나(es) 조합,,,클렌징,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E07,AR,KBEAUTY,KBEAUTY_E07,,keyword,cuidado del cabello coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=cuidado%20del%20cabello%20coreano&hl=en,헤어케어 · 수출 참고 HS 330590·330510 · 아르헨티나(es) 조합,,,헤어케어,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_E08,AR,KBEAUTY,KBEAUTY_E08,,keyword,perfume coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=perfume%20coreano&hl=en,향수 · 수출 참고 HS 330300·330790 · 아르헨티나(es) 조합,,,향수,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_P01,AR,KBEAUTY,KBEAUTY_P01,,keyword,cosméticos japoneses,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=cosm%C3%A9ticos%20japoneses&hl=en,[위약] 일본 화장품 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 일본 화장품 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KBEAUTY|KBEAUTY_P02,AR,KBEAUTY,KBEAUTY_P02,,keyword,cosméticos franceses,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=cosm%C3%A9ticos%20franceses&hl=en,[위약] 프랑스 화장품 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 프랑스 화장품 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G01,AR,KFASHION,KFASHION_G01,,keyword,moda coreana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=moda%20coreana&hl=en,한국 패션 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 패션 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G02,AR,KFASHION,KFASHION_G02,,keyword,K-fashion,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=K-fashion&hl=en,K-fashion · 소비양식 문법 · 아르헨티나(es) 외래어,,,K-fashion · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G03,AR,KFASHION,KFASHION_G03,,keyword,estilo coreano,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=estilo%20coreano&hl=en,한국 스타일 코디 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 스타일 코디,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G04,AR,KFASHION,KFASHION_G04,,keyword,marca de moda coreana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=marca%20de%20moda%20coreana&hl=en,한국 패션 브랜드 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 패션 브랜드,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G05,AR,KFASHION,KFASHION_G05,,keyword,moda idol coreana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=moda%20idol%20coreana&hl=en,아이돌 패션 · 소비양식 문법 · 아르헨티나(es) 조합,,아이돌 패션은 K-Pop 도메인과 겹친다. KPOP 계열과의 상관을 먼저 확인할 것,아이돌 패션,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G06,AR,KFASHION,KFASHION_G06,,keyword,streetwear coreano,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=streetwear%20coreano&hl=en,한국 스트릿웨어 · 소비양식 문법 · 아르헨티나(es) 조합,,,한국 스트릿웨어,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_G07,AR,KFASHION,KFASHION_G07,,keyword,tienda de ropa online coreana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=tienda%20de%20ropa%20online%20coreana&hl=en,한국 옷 쇼핑몰 · 소비양식 문법 · 아르헨티나(es) 조합,,'한국 옷 쇼핑몰'은 플랫폼 브랜드명(무신사 등)으로 검색이 분산될 수 있음,한국 옷 쇼핑몰,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E01,AR,KFASHION,KFASHION_E01,,keyword,bolso coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=bolso%20coreano&hl=en,가방 · 수출 참고 HS 420222·420221·420292 · 아르헨티나(es) 조합,,,가방,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E02,AR,KFASHION,KFASHION_E02,,keyword,gafas de sol coreanas,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=gafas%20de%20sol%20coreanas&hl=en,선글라스 · 수출 참고 HS 900410 · 아르헨티나(es) 조합,,,선글라스,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E03,AR,KFASHION,KFASHION_E03,,keyword,zapatillas coreanas,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=zapatillas%20coreanas&hl=en,스니커즈 · 수출 참고 HS 640411·640419 · 아르헨티나(es) 조합,,,스니커즈,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E04,AR,KFASHION,KFASHION_E04,,keyword,camiseta coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=camiseta%20coreana&hl=en,티셔츠 · 수출 참고 HS 610910·610990 · 아르헨티나(es) 조합,,,티셔츠,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E05,AR,KFASHION,KFASHION_E05,,keyword,joyería coreana,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=joyer%C3%ADa%20coreana&hl=en,주얼리 · 수출 참고 HS 711319·711719 · 아르헨티나(es) 조합,,주얼리 대역의 L1 대응 품목 711319 는 금 시세에 좌우된다 — L1 과 L3 의 괴리가 클 것으로 예상,주얼리,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E06,AR,KFASHION,KFASHION_E06,,keyword,sombrero coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=sombrero%20coreano&hl=en,모자 · 수출 참고 HS 650500 · 아르헨티나(es) 조합,,,모자,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_E07,AR,KFASHION,KFASHION_E07,,keyword,abrigo coreano,,es,EXPORT_REFERENCED,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=abrigo%20coreano&hl=en,아우터 · 수출 참고 HS 620240 · 아르헨티나(es) 조합,,,아우터,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_P01,AR,KFASHION,KFASHION_P01,,keyword,moda japonesa,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=moda%20japonesa&hl=en,[위약] 일본 패션 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 일본 패션 · TOPIC 후보,KCONSUMER_COMPOSED_V1
AR|KFASHION|KFASHION_P02,AR,KFASHION,KFASHION_P02,,keyword,moda italiana,,es,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AR&q=moda%20italiana&hl=en,[위약] 이탈리아 패션 · 소비양식 문법 · 아르헨티나(es) 조합,,,[위약] 이탈리아 패션 · TOPIC 후보,KCONSUMER_COMPOSED_V1
TR|KFOOD|KFOOD_G01,TR,KFOOD,KFOOD_G01,,keyword,Kore yemekleri,,tr,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,COMPOSED,,,,,,N/A,,ORIGIN-NOUN-COMPOSED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=TR&q=Kore%20yemekleri&hl=en,한국 음식 · 소비양식 문법 · 튀르키예(tr) 조합,,,한국 음식 · TOPIC 후보,KCONSUMER_COMPOSED_V1
TR|KFOOD|KFOOD_G02,TR,KFOOD,KFOOD_G02,,keyword,K-food,,tr,MODE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_TOPIC_EXTRACTION,,ATOMIC_LEXEME,,,,,,N/A,,ATOMIC-LEXEME-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=TR&q=K-food&hl=en,K-food · 소비양식 문법 · 튀르키예(tr) 외래어,,,K-food · TOPIC 후보,KCONSUMER_COMPOSED_V1
